TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2022,10,4,5,10,5X W 15TH AVE,Mount Pleasant,492272.372,5456100.7296
Theft from Vehicle,2022,9,11,21,30,5XX E 10TH AVE,Mount Pleasant,493282.1274,5456539.8254
Theft from Vehicle,2022,4,7,0,0,5XX E 15TH AVE,Mount Pleasant,493199.3407,5456069.4157
Theft from Vehicle,2022,9,13,3,49,5XX E 5TH AVE,Mount Pleasant,493248.6735,5457043.8144
Theft from Vehicle,2022,9,13,3,0,5XX E 5TH AVE,Mount Pleasant,493362.2161,5457043.8026
Theft from Vehicle,2022,8,12,23,0,5XX E 6TH AVE,Mount Pleasant,493313.9888,5456952.2182
Theft from Vehicle,2022,8,12,23,45,5XX E 6TH AVE,Mount Pleasant,493313.9888,5456952.2182
Theft from Vehicle,2022,3,7,20,0,5XX E 7TH AVE,Mount Pleasant,493251.2185,5456844.0714
Theft from Vehicle,2022,2,14,8,30,5XX E BROADWAY AVE,Mount Pleasant,493278.7224,5456636.9705
Theft from Vehicle,2022,7,17,5,45,5XX E BROADWAY AVE,Mount Pleasant,493279.8267,5456636.9555
Theft from Vehicle,2022,2,2,12,0,5XX W 5TH AVE,Mount Pleasant,491686.0689,5457117.693
Theft from Vehicle,2022,7,10,12,30,6X E 3RD AVE,Mount Pleasant,492474.5221,5457278.5383
Theft from Vehicle,2022,3,30,3,15,6XX E 10TH AVE,Mount Pleasant,493383.0511,5456529.6442
Theft from Vehicle,2022,1,11,17,0,6XX E 10TH AVE,Mount Pleasant,493397.4826,5456530.2796
Theft from Vehicle,2022,9,22,23,0,6XX E 11TH AVE,Mount Pleasant,493395.0338,5456429.1804
Theft from Vehicle,2022,10,26,22,0,6XX E 11TH AVE,Mount Pleasant,493416.4766,5456428.8937
Theft from Vehicle,2022,7,28,0,0,6XX E 6TH AVE,Mount Pleasant,493382.9591,5456942.6649
Theft from Vehicle,2022,4,8,15,0,6XX E 6TH AVE,Mount Pleasant,493385.7513,5456942.5948
Theft from Vehicle,2022,4,9,4,51,6XX E 7TH AVE,Mount Pleasant,493386.3496,5456841.7285
Theft from Vehicle,2022,9,14,21,30,6XX E 7TH AVE,Mount Pleasant,493514.6396,5456840.3347
Theft from Vehicle,2022,8,2,22,0,6XX E 8TH AVE,Mount Pleasant,493387.816,5456740.8583
Theft from Vehicle,2022,4,20,23,0,6XX KINGSWAY AVE,Mount Pleasant,493438.4721,5456008.6515
Theft from Vehicle,2022,3,19,15,30,6XX KINGSWAY AVE,Mount Pleasant,493440.117,5456007.554
Theft from Vehicle,2022,3,3,2,0,7X E 8TH AVE,Mount Pleasant,492474.8721,5456785.0484
Theft from Vehicle,2022,7,8,21,0,7X W 1ST AVE,Mount Pleasant,492295.4486,5457512.718
Theft from Vehicle,2022,9,5,22,0,7XX E 10TH AVE,Mount Pleasant,493556.0462,5456535.8411
Theft from Vehicle,2022,4,18,17,0,7XX E 15TH AVE,Mount Pleasant,493492.3353,5456043.3597
Theft from Vehicle,2022,8,6,19,0,7XX E 7TH AVE,Mount Pleasant,493558.4099,5456848.8838
Theft from Vehicle,2022,3,21,17,0,7XX E 8TH AVE,Mount Pleasant,493524.4224,5456738.5425
Theft from Vehicle,2022,4,3,19,0,7XX E BROADWAY AVE,Mount Pleasant,493567.9228,5456634.0142
Theft from Vehicle,2022,5,31,12,0,7XX E BROADWAY AVE,Mount Pleasant,493646.7429,5456633.1798
Theft from Vehicle,2022,5,10,20,0,8XX E 10TH AVE,Mount Pleasant,493695.1095,5456533.6384
Theft from Vehicle,2022,10,4,19,53,8XX E 13TH AVE,Mount Pleasant,493685.621,5456225.3498
Theft from Vehicle,2022,9,29,14,0,8XX E 14TH AVE,Mount Pleasant,493712.5477,5456132.0788
Theft from Vehicle,2022,10,19,2,43,8XX E 6TH AVE,Mount Pleasant,493665.0572,5456937.0051
Theft from Vehicle,2022,6,16,21,0,8XX E 6TH AVE,Mount Pleasant,493665.0963,5456946.149
Theft from Vehicle,2022,9,22,7,20,8XX E 6TH AVE,Mount Pleasant,493665.0963,5456946.149
Theft from Vehicle,2022,4,11,19,0,8XX E 6TH AVE,Mount Pleasant,493667.932,5456946.1371
Theft from Vehicle,2022,4,2,12,0,8XX E 6TH AVE,Mount Pleasant,493675.7461,5456946.1037
Theft from Vehicle,2022,4,8,18,0,8XX E 7TH AVE,Mount Pleasant,493734.4998,5456846.4167
Theft from Vehicle,2022,3,3,2,30,9X E 1ST AVE,Mount Pleasant,492515.0603,5457489.7105
Theft from Vehicle,2022,7,25,19,40,9X W 3RD AVE,Mount Pleasant,492247.9982,5457287.8453
Theft from Vehicle,2022,9,16,17,45,9XX E 10TH AVE,Mount Pleasant,493867.5605,5456521.3045
Theft from Vehicle,2022,3,5,22,0,9XX E 12TH AVE,Mount Pleasant,493832.0455,5456334.5243
Theft from Vehicle,2022,7,8,5,45,9XX E 13TH AVE,Mount Pleasant,493856.4295,5456231.8772
Theft from Vehicle,2022,5,15,21,0,9XX E 14TH AVE,Mount Pleasant,493799.7953,5456122.0635
Theft from Vehicle,2022,5,24,16,30,9XX E 8TH AVE,Mount Pleasant,493871.0265,5456743.521
Theft from Vehicle,2022,4,29,19,0,ALBERTA ST / W 4TH AVE,Mount Pleasant,491940.7049,5457195.9589
Theft from Vehicle,2022,5,31,0,0,ALBERTA ST / W 4TH AVE,Mount Pleasant,491940.7049,5457195.9589
Theft from Vehicle,2022,4,11,15,30,BRUNSWICK ST / E 6TH AVE,Mount Pleasant,492940.4681,5456968.0465
Theft from Vehicle,2022,5,20,7,30,BRUNSWICK ST / E 6TH AVE,Mount Pleasant,492940.4681,5456968.0465
Theft from Vehicle,2022,4,3,16,0,BRUNSWICK ST / E 7TH AVE,Mount Pleasant,492945.0828,5456869.5947
Theft from Vehicle,2022,1,2,23,30,CAROLINA ST / E 7TH AVE,Mount Pleasant,493379.4205,5456846.3758
Theft from Vehicle,2022,8,10,18,0,CENTRAL ST / MAIN ST,Mount Pleasant,492699.2545,5457646.8566
Theft from Vehicle,2022,9,22,0,0,CLARK DR / E BROADWAY AVE,Mount Pleasant,494352.2844,5456628.3669
Theft from Vehicle,2022,7,13,6,24,CROWE ST / W 1ST AVE,Mount Pleasant,491828.5037,5457367.6534
Theft from Vehicle,2022,3,10,21,0,E 11TH AVE / GUELPH ST,Mount Pleasant,493089.7006,5456438.3585
Theft from Vehicle,2022,7,18,23,30,E 11TH AVE / PRINCE EDWARD ST,Mount Pleasant,493002.7823,5456439.5355
Theft from Vehicle,2022,5,12,7,35,E 12TH AVE / FRASER ST,Mount Pleasant,493510.6984,5456333.7791
Theft from Vehicle,2022,8,28,7,0,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7828,5456386.0271
Theft from Vehicle,2022,9,14,0,1,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7828,5456386.0271
Theft from Vehicle,2022,2,5,11,30,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7835,5456386.0248
Theft from Vehicle,2022,10,10,0,0,E 13TH AVE / SOPHIA ST,Mount Pleasant,492844.5674,5456283.7111
Theft from Vehicle,2022,3,10,0,0,E 13TH AVE / WINDSOR ST,Mount Pleasant,493934.4096,5456227.1948
Theft from Vehicle,2022,6,15,16,54,E 16TH AVE / MAIN ST,Mount Pleasant,492633.3007,5455984.0304
Theft from Vehicle,2022,4,16,22,0,E 16TH AVE / SOPHIA ST,Mount Pleasant,492836.9392,5455980.0039
Theft from Vehicle,2022,8,1,13,0,E 1ST AVE / ONTARIO ST,Mount Pleasant,492388.7274,5457494.5234
Theft from Vehicle,2022,1,29,21,30,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0682,5457370.5245
Theft from Vehicle,2022,4,29,18,15,E 3RD AVE / ONTARIO ST,Mount Pleasant,492384.1857,5457287.5212
Theft from Vehicle,2022,3,29,0,0,E 4TH AVE / MAIN ST,Mount Pleasant,492669.9036,5457177.2745
Theft from Vehicle,2022,4,29,19,44,E 4TH AVE / MAIN ST,Mount Pleasant,492669.9036,5457177.2745
Theft from Vehicle,2022,5,20,11,10,E 4TH AVE / MAIN ST,Mount Pleasant,492669.9036,5457177.2745
Theft from Vehicle,2022,6,17,0,0,E 4TH AVE / MAIN ST,Mount Pleasant,492669.9036,5457177.2745
Theft from Vehicle,2022,6,16,23,30,E 6TH AVE / FRASER ST,Mount Pleasant,493518.4752,5456943.8183
Theft from Vehicle,2022,6,6,4,0,E 6TH AVE / QUEBEC ST,Mount Pleasant,492516.6064,5456979.3861
Theft from Vehicle,2022,3,5,21,0,E 6TH AVE / SCOTIA ST,Mount Pleasant,492807.9573,5456971.6376
Theft from Vehicle,2022,4,3,10,18,E 6TH AVE / ST GEORGE ST,Mount Pleasant,493235.2727,5456948.0162
Theft from Vehicle,2022,5,3,5,0,E 7TH AVE / MAIN ST,Mount Pleasant,492652.2319,5456870.089
Theft from Vehicle,2022,6,30,20,48,E 7TH AVE / QUEBEC ST,Mount Pleasant,492513.9031,5456879.8565
Theft from Vehicle,2022,3,11,1,0,E 7TH AVE / SCOTIA ST,Mount Pleasant,492804.7121,5456871.233
Theft from Vehicle,2022,3,18,23,0,E 8TH AVE / FRASER ST,Mount Pleasant,493517.3968,5456743.1825
Theft from Vehicle,2022,9,2,20,30,E 8TH AVE / KINGSWAY AVE,Mount Pleasant,492715.6297,5456773.6674
Theft from Vehicle,2022,1,27,8,0,E 8TH AVE / ONTARIO ST,Mount Pleasant,492371.1921,5456783.4584
Theft from Vehicle,2022,1,6,20,15,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.161,5456779.4302
Theft from Vehicle,2022,1,8,3,38,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.161,5456779.4302
Theft from Vehicle,2022,1,1,20,0,E BROADWAY AVE / GLEN DR,Mount Pleasant,494078.2612,5456632.1764
Theft from Vehicle,2022,4,16,5,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Theft from Vehicle,2022,9,24,17,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.5846
Theft from Vehicle,2022,2,21,0,1,MANITOBA ST / W 13TH AVE,Mount Pleasant,492215.3882,5456296.5608
Theft from Vehicle,2022,5,30,16,0,MANITOBA ST / W 2ND AVE,Mount Pleasant,492243.1365,5457396.2466
Theft from Vehicle,2022,7,3,19,0,MANITOBA ST / W 3RD AVE,Mount Pleasant,492243.9557,5457292.5656
Theft from Vehicle,2022,7,13,20,0,ONTARIO ST / W 12TH AVE,Mount Pleasant,492357.866,5456392.2674
Theft from Vehicle,2022,9,17,13,30,ONTARIO ST / W 2ND AVE,Mount Pleasant,492386.7425,5457388.3577
Theft from Vehicle,2022,7,17,18,0,QUEBEC ST / SWITCHMEN ST,Mount Pleasant,492554.6265,5457613.4002
Theft from Vehicle,2022,10,18,15,45,W 2ND AVE / W 3RD AVE,Mount Pleasant,491910.0667,5457298.9082
Theft from Vehicle,2022,2,9,19,15,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft from Vehicle,2022,6,6,18,0,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft from Vehicle,2022,9,9,0,0,X E 5TH AVE,Mount Pleasant,492393.8766,5457081.9622
Theft of Bicycle,2022,10,15,8,26,11XX E BROADWAY AVE,Mount Pleasant,494156.7966,5456635.6571
Theft of Bicycle,2022,5,29,12,36,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Theft of Bicycle,2022,7,16,17,57,15XX MAIN ST,Mount Pleasant,492697.1529,5457656.0542
Theft of Bicycle,2022,2,13,18,23,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Theft of Bicycle,2022,5,16,14,47,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Theft of Bicycle,2022,4,15,22,0,16XX MANITOBA ST,Mount Pleasant,492238.3033,5457573.957
Theft of Bicycle,2022,8,10,17,0,16XX MANITOBA ST,Mount Pleasant,492238.3652,5457614.0169
Theft of Bicycle,2022,6,6,6,0,16XX MANITOBA ST,Mount Pleasant,492247.475,5457582.0506
Theft of Bicycle,2022,6,25,15,23,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.0048
Theft of Bicycle,2022,5,19,20,20,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679
Theft of Bicycle,2022,9,30,17,0,16XX SALT ST,Mount Pleasant,492288.3814,5457616.3293
Theft of Bicycle,2022,5,20,22,0,17XX MANITOBA ST,Mount Pleasant,492237.8226,5457493.0793
Theft of Bicycle,2022,5,20,13,8,17XX MANITOBA ST,Mount Pleasant,492238.4309,5457413.6786
Theft of Bicycle,2022,7,21,9,0,17XX ONTARIO ST,Mount Pleasant,492393.1391,5457485.3891
Theft of Bicycle,2022,4,21,18,0,17XX QUEBEC ST,Mount Pleasant,492523.5645,5457414.0633
Theft of Bicycle,2022,8,14,17,30,17XX QUEBEC ST,Mount Pleasant,492523.5658,5457414.1166
Theft of Bicycle,2022,3,19,7,0,18XX CROWE ST,Mount Pleasant,491844.9716,5457336.6782
Theft of Bicycle,2022,9,4,20,0,18XX ONTARIO ST,Mount Pleasant,492380.206,5457310.9104
Theft of Bicycle,2022,4,10,16,12,1XX E 2ND AVE,Mount Pleasant,492545.9878,5457398.5831
Theft of Bicycle,2022,5,20,17,45,1XX E 2ND AVE,Mount Pleasant,492545.9878,5457398.5831
Theft of Bicycle,2022,2,21,17,0,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Bicycle,2022,3,25,12,27,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Bicycle,2022,9,6,2,34,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Bicycle,2022,9,6,12,30,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Bicycle,2022,7,27,13,0,1XX E 8TH AVE,Mount Pleasant,492527.4101,5456783.539
Theft of Bicycle,2022,7,15,20,0,1XX SWITCHMEN ST,Mount Pleasant,492580.0037,5457601.6111
Theft of Bicycle,2022,9,12,10,48,1XX TERMINAL AVE,Mount Pleasant,492611.3209,5457797.3076
Theft of Bicycle,2022,4,12,21,0,1XX W 10TH AVE,Mount Pleasant,492170.8105,5456595.8496
Theft of Bicycle,2022,7,31,16,0,1XX W 14TH AVE,Mount Pleasant,492206.4381,5456193.804
Theft of Bicycle,2022,10,13,20,0,1XX W 1ST AVE,Mount Pleasant,492116.5764,5457496.9878
Theft of Bicycle,2022,7,1,17,0,1XX W 1ST AVE,Mount Pleasant,492194.2545,5457516.0234
Theft of Bicycle,2022,3,1,4,3,1XX W 2ND AVE,Mount Pleasant,492123.2611,5457403.5547
Theft of Bicycle,2022,8,26,19,30,1XX W BROADWAY AVE,Mount Pleasant,492129.1474,5456712.5761
Theft of Bicycle,2022,9,9,13,20,20XX MAIN ST,Mount Pleasant,492665.0033,5457164.5399
Theft of Bicycle,2022,8,13,12,30,21XX CAMBIE ST,Mount Pleasant,491665.358,5457107.8851
Theft of Bicycle,2022,8,12,21,0,22XX ALBERTA ST,Mount Pleasant,491939.9794,5456971.1177
Theft of Bicycle,2022,8,14,17,53,22XX ALBERTA ST,Mount Pleasant,491939.9794,5456971.1177
Theft of Bicycle,2022,4,5,10,30,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Theft of Bicycle,2022,5,30,20,39,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Theft of Bicycle,2022,8,4,14,0,22XX CAMBIE ST,Mount Pleasant,491657.2144,5456952.7317
Theft of Bicycle,2022,6,21,21,13,22XX CAMBIE ST,Mount Pleasant,491657.3891,5456963.481
Theft of Bicycle,2022,6,26,19,45,22XX CAMBIE ST,Mount Pleasant,491657.3891,5456963.481
Theft of Bicycle,2022,7,13,11,15,22XX CAMBIE ST,Mount Pleasant,491657.3891,5456963.481
Theft of Bicycle,2022,8,1,14,30,22XX CAMBIE ST,Mount Pleasant,491657.3891,5456963.481
Theft of Bicycle,2022,9,26,13,31,23XX ALBERTA ST,Mount Pleasant,491928.203,5456893.6249
Theft of Bicycle,2022,6,4,16,0,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Theft of Bicycle,2022,8,27,16,45,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Theft of Bicycle,2022,8,4,16,30,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Theft of Bicycle,2022,10,1,20,0,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Theft of Bicycle,2022,9,18,11,0,23XX CAMBIE ST,Mount Pleasant,491656.4449,5456903.216
Theft of Bicycle,2022,4,9,20,0,24XX CAROLINA ST,Mount Pleasant,493371.6683,5456664.5605
Theft of Bicycle,2022,7,14,20,0,24XX PRINCE EDWARD ST,Mount Pleasant,493021.1829,5456681.2189
Theft of Bicycle,2022,2,11,3,40,24XX ST CATHERINES ST,Mount Pleasant,493794.096,5456714.1379
Theft of Bicycle,2022,5,30,14,15,24XX YUKON ST,Mount Pleasant,491791.7021,5456759.4034
Theft of Bicycle,2022,4,14,18,0,25XX QUEBEC ST,Mount Pleasant,492503.9191,5456681.418
Theft of Bicycle,2022,7,29,1,0,26XX MAIN ST,Mount Pleasant,492655.7836,5456576.7058
Theft of Bicycle,2022,2,10,21,0,29XX SOPHIA ST,Mount Pleasant,492848.1865,5456246.3545
Theft of Bicycle,2022,9,3,22,0,2XX E 7TH AVE,Mount Pleasant,492737.3296,5456877.7008
Theft of Bicycle,2022,8,9,10,53,2XX E BROADWAY AVE,Mount Pleasant,492660.8273,5456682.9887
Theft of Bicycle,2022,4,23,10,0,2XX W 6TH AVE,Mount Pleasant,492033.508,5456997.4781
Theft of Bicycle,2022,10,1,18,0,2XX W BROADWAY AVE,Mount Pleasant,492008.6996,5456717.319
Theft of Bicycle,2022,5,3,10,1,30XX ALBERTA ST,Mount Pleasant,491919.7189,5456204.4732
Theft of Bicycle,2022,9,2,5,50,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4329,5456098.4605
Theft of Bicycle,2022,6,10,7,0,3XX E 2ND AVE,Mount Pleasant,493005.9488,5457098.3754
Theft of Bicycle,2022,10,16,20,10,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Theft of Bicycle,2022,1,2,1,55,3XX W 10TH AVE,Mount Pleasant,491887.1982,5456603.5963
Theft of Bicycle,2022,10,20,2,0,3XX W 13TH AVE,Mount Pleasant,491852.8226,5456301.5488
Theft of Bicycle,2022,7,8,16,0,3XX W 5TH AVE,Mount Pleasant,491826.0398,5457097.7138
Theft of Bicycle,2022,1,13,22,45,4X W 12TH AVE,Mount Pleasant,492290.5612,5456391.3006
Theft of Bicycle,2022,10,7,15,30,4XX W 12TH AVE,Mount Pleasant,491761.2235,5456403.9011
Theft of Bicycle,2022,9,6,9,0,4XX W 15TH AVE,Mount Pleasant,491728.3404,5456116.9963
Theft of Bicycle,2022,9,15,18,40,4XX W 2ND AVE,Mount Pleasant,491720.4601,5457164.6535
Theft of Bicycle,2022,6,13,13,0,4XX W 8TH AVE,Mount Pleasant,491783.5129,5456795.7591
Theft of Bicycle,2022,7,4,7,40,4XX W 8TH AVE,Mount Pleasant,491783.5129,5456795.7591
Theft of Bicycle,2022,7,31,1,40,4XX W BROADWAY AVE,Mount Pleasant,491695.4659,5456725.5216
Theft of Bicycle,2022,5,28,15,15,5X W 7TH AVE,Mount Pleasant,492292.6525,5456881.5492
Theft of Bicycle,2022,5,4,22,0,5XX E 7TH AVE,Mount Pleasant,493303.3527,5456843.1619
Theft of Bicycle,2022,3,30,20,30,5XX E BROADWAY AVE,Mount Pleasant,493278.8463,5456646.1137
Theft of Bicycle,2022,8,24,8,0,6XX E 12TH AVE,Mount Pleasant,493450.8597,5456339.0717
Theft of Bicycle,2022,8,30,6,30,6XX E 13TH AVE,Mount Pleasant,493470.4968,5456227.5554
Theft of Bicycle,2022,3,21,18,0,6XX E 6TH AVE,Mount Pleasant,493385.7513,5456942.5948
Theft of Bicycle,2022,3,10,1,0,6XX E 7TH AVE,Mount Pleasant,493468.3567,5456840.8489
Theft of Bicycle,2022,9,22,9,30,7X E 7TH AVE,Mount Pleasant,492478.753,5456885.5693
Theft of Bicycle,2022,8,13,14,30,7X E BROADWAY AVE,Mount Pleasant,492477.6238,5456690.9687
Theft of Bicycle,2022,2,13,0,0,7XX E 6TH AVE,Mount Pleasant,493536.328,5456938.9669
Theft of Bicycle,2022,5,29,20,0,7XX E BROADWAY AVE,Mount Pleasant,493546.2761,5456643.3879
Theft of Bicycle,2022,7,13,23,0,7XX GREAT NORTHERN WAY,Mount Pleasant,493623.0715,5457072.4218
Theft of Bicycle,2022,4,7,19,0,8X W 1ST AVE,Mount Pleasant,492272.5777,5457513.4638
Theft of Bicycle,2022,10,2,22,9,8X W 1ST AVE,Mount Pleasant,492272.5777,5457513.4638
Theft of Bicycle,2022,6,8,12,0,8X W 2ND AVE,Mount Pleasant,492259.7877,5457400.3768
Theft of Bicycle,2022,6,11,0,0,8X W 2ND AVE,Mount Pleasant,492259.7877,5457400.3768
Theft of Bicycle,2022,4,6,12,0,8XX E 7TH AVE,Mount Pleasant,493734.4998,5456846.4167
Theft of Bicycle,2022,3,18,20,33,8XX E 8TH AVE,Mount Pleasant,493696.8784,5456745.9353
Theft of Bicycle,2022,10,10,18,0,8XX E BROADWAY AVE,Mount Pleasant,493678.941,5456641.9442
Theft of Bicycle,2022,3,3,19,0,9X E 2ND AVE,Mount Pleasant,492518.3892,5457399.3321
Theft of Bicycle,2022,4,9,17,30,9X E 2ND AVE,Mount Pleasant,492521.0945,5457399.2827
Theft of Bicycle,2022,7,30,20,16,ALBERTA ST / W 7TH AVE,Mount Pleasant,491932.875,5456896.9661
Theft of Bicycle,2022,6,2,18,30,ATHLETES WAY / MANITOBA ST,Mount Pleasant,492242.9735,5457648.0084
Theft of Bicycle,2022,7,13,20,18,E 11TH AVE / GLEN DR,Mount Pleasant,494075.4762,5456424.6264
Theft of Bicycle,2022,9,18,14,30,E 11TH AVE / MAIN ST,Mount Pleasant,492641.3082,5456488.4082
Theft of Bicycle,2022,6,1,21,1,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0682,5457370.5245
Theft of Bicycle,2022,7,9,15,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2022,5,21,14,0,E 5TH AVE / ONTARIO ST,Mount Pleasant,492379.0121,5457086.954
Theft of Bicycle,2022,7,5,13,51,E 7TH AVE / QUEBEC ST,Mount Pleasant,492513.9031,5456879.8565
Theft of Bicycle,2022,10,3,18,45,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2568,5456688.4973
Theft of Bicycle,2022,10,26,0,57,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2568,5456688.4973
Theft of Bicycle,2022,5,22,21,30,KINGSWAY AVE / MAIN ST,Mount Pleasant,492652.2311,5456870.0877
Theft of Bicycle,2022,8,9,7,55,MANITOBA ST / W 1ST AVE,Mount Pleasant,492242.3692,5457496.4204
Theft of Bicycle,2022,5,20,10,0,MANITOBA ST / W BROADWAY AVE,Mount Pleasant,492227.2927,5456703.8393
Theft of Bicycle,2022,5,17,18,30,MANITOBA ST / WALTER HARDWICK AVE,Mount Pleasant,492242.9008,5457580.0157
Theft of Bicycle,2022,9,6,12,30,SALT ST / W 1ST AVE,Mount Pleasant,492281.7671,5457508.5711
Theft of Bicycle,2022,3,31,18,30,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.8126,5457578.3241
Theft of Bicycle,2022,9,2,21,0,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.8126,5457578.3241
Theft of Bicycle,2022,8,29,18,30,W 7TH AVE / YUKON ST,Mount Pleasant,491789.3875,5456900.4471
Theft of Bicycle,2022,4,27,17,0,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2022,5,25,17,0,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2022,5,4,18,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,6,13,18,15,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,6,15,9,15,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,6,16,19,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,7,12,6,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,7,14,6,40,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2022,3,1,18,0,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
Theft of Vehicle,2022,7,26,18,0,11XX E 16TH AVE,Mount Pleasant,494101.4714,5455955.0454
Theft of Vehicle,2022,8,1,12,0,14XX QUEBEC ST,Mount Pleasant,492612.2716,5457798.0918
Theft of Vehicle,2022,9,27,21,30,17XX COLUMBIA ST,Mount Pleasant,492045.7034,5457494.3988
Theft of Vehicle,2022,10,5,16,25,17XX COLUMBIA ST,Mount Pleasant,492045.8483,5457503.1063
Theft of Vehicle,2022,3,29,16,0,19XX MAIN ST,Mount Pleasant,492675.0328,5457225.1096
Theft of Vehicle,2022,6,12,17,0,19XX MAIN ST,Mount Pleasant,492675.0328,5457225.1096
Theft of Vehicle,2022,4,16,17,0,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Vehicle,2022,4,26,21,50,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Theft of Vehicle,2022,5,17,10,0,1XX W 1ST AVE,Mount Pleasant,492070.2898,5457498.8803
Theft of Vehicle,2022,3,9,7,27,1XX W 3RD AVE,Mount Pleasant,492162.8905,5457290.1233
Theft of Vehicle,2022,3,9,16,15,1XX W 8TH AVE,Mount Pleasant,492223.6493,5456783.0578
Theft of Vehicle,2022,3,11,19,30,1XX W BROADWAY AVE,Mount Pleasant,492217.6075,5456699.6739
Theft of Vehicle,2022,4,24,15,54,20XX ALBERTA ST,Mount Pleasant,491945.2429,5457194.4699
Theft of Vehicle,2022,8,13,12,28,21XX YUKON ST,Mount Pleasant,491802.1634,5457101.4673
Theft of Vehicle,2022,1,5,12,0,22XX BRUNSWICK ST,Mount Pleasant,492950.9943,5456912.511
Theft of Vehicle,2022,7,18,13,50,22XX CAMBIE ST,Mount Pleasant,491656.6642,5456918.9056
Theft of Vehicle,2022,6,15,20,0,22XX QUEBEC ST,Mount Pleasant,492521.1381,5456977.84
Theft of Vehicle,2022,1,8,4,6,23XX BRUNSWICK ST,Mount Pleasant,492949.6258,5456867.9345
Theft of Vehicle,2022,5,3,17,0,23XX ST CATHERINES ST,Mount Pleasant,493804.9322,5456803.4353
Theft of Vehicle,2022,8,23,4,30,24XX BRUNSWICK ST,Mount Pleasant,492938.128,5456740.731
Theft of Vehicle,2022,7,27,18,30,24XX MAIN ST,Mount Pleasant,492666.0427,5456764.2893
Theft of Vehicle,2022,5,6,16,0,24XX PRINCE EDWARD ST,Mount Pleasant,493024.7226,5456745.5224
Theft of Vehicle,2022,7,12,3,32,26XX GUELPH ST,Mount Pleasant,493085.608,5456511.4792
Theft of Vehicle,2022,4,12,12,0,26XX PRINCE ALBERT ST,Mount Pleasant,493660.5997,5456528.3069
Theft of Vehicle,2022,2,14,22,0,26XX ST GEORGE ST,Mount Pleasant,493236.1011,5456484.5046
Theft of Vehicle,2022,7,5,9,15,27XX CAROLINA ST,Mount Pleasant,493368.31,5456385.4454
